Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),    tephroite,     fayalite,   co-olivine,   ni-olivine, monticellite,   forsterite
202,1101.00,0.001,-7.497,6.8458,3.2513,40.1947,0.0000,0.0000,0.0000,0.0000,12.0070,1.2233,46.2879,0.0000,0.0000,0.2871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-109.206,-87.068,16.110,2.106,8.528,0.012889,0.124909,0.000000,0.000000,0.007653,0.854549
203,1100.00,0.001,-7.510,6.7527,3.2517,40.1903,0.0000,0.0000,0.0000,0.0000,12.0065,1.2481,46.2690,0.0000,0.0000,0.2860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.690,-85.878,15.885,2.077,8.410,0.013152,0.124917,0.000000,0.000000,0.007624,0.854307
204,1100.00,0.001,-7.510,6.7527,3.2517,40.1903,0.0000,0.0000,0.0000,0.0000,12.0065,1.2481,46.2690,0.0000,0.0000,0.2860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-107.690,-85.878,15.885,2.077,8.410,0.013152,0.124917,0.000000,0.000000,0.007624,0.854307
205,1099.00,0.001,-7.523,6.6621,3.2521,40.1859,0.0000,0.0000,0.0000,0.0000,12.0062,1.2732,46.2498,0.0000,0.0000,0.2849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-106.213,-84.718,15.665,2.049,8.296,0.013418,0.124927,0.000000,0.000000,0.007596,0.854059
206,1098.00,0.001,-7.536,6.5742,3.2526,40.1814,0.0000,0.0000,0.0000,0.0000,12.0061,1.2985,46.2302,0.0000,0.0000,0.2838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-104.781,-83.594,15.453,2.021,8.184,0.013686,0.124940,0.000000,0.000000,0.007567,0.853806
207,1097.00,0.001,-7.549,6.4890,3.2530,40.1768,0.0000,0.0000,0.0000,0.0000,12.0061,1.3240,46.2104,0.0000,0.0000,0.2827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-103.393,-82.504,15.246,1.995,8.077,0.013956,0.124955,0.000000,0.000000,0.007539,0.853550
208,1096.00,0.001,-7.562,6.4065,3.2534,40.1722,0.0000,0.0000,0.0000,0.0000,12.0063,1.3495,46.1903,0.0000,0.0000,0.2816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-102.048,-81.447,15.046,1.969,7.972,0.014227,0.124972,0.000000,0.000000,0.007511,0.853290
209,1095.00,0.001,-7.575,6.3265,3.2539,40.1675,0.0000,0.0000,0.0000,0.0000,12.0068,1.3752,46.1700,0.0000,0.0000,0.2806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.743,-80.422,14.853,1.944,7.871,0.014500,0.124990,0.000000,0.000000,0.007483,0.853026
210,1094.00,0.001,-7.588,6.2488,3.2544,40.1627,0.0000,0.0000,0.0000,0.0000,12.0073,1.4011,46.1494,0.0000,0.0000,0.2795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-99.476,-79.428,14.664,1.920,7.773,0.014774,0.125011,0.000000,0.000000,0.007456,0.852759
211,1093.00,0.001,-7.601,6.1735,3.2548,40.1580,0.0000,0.0000,0.0000,0.0000,12.0081,1.4270,46.1285,0.0000,0.0000,0.2784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-98.247,-78.462,14.482,1.897,7.677,0.015049,0.125034,0.000000,0.000000,0.007428,0.852489
212,1092.00,0.001,-7.614,6.1003,3.2553,40.1531,0.0000,0.0000,0.0000,0.0000,12.0090,1.4531,46.1075,0.0000,0.0000,0.2774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-97.053,-77.525,14.305,1.874,7.585,0.015326,0.125058,0.000000,0.000000,0.007401,0.852215
213,1091.00,0.001,-7.627,6.0293,3.2557,40.1482,0.0000,0.0000,0.0000,0.0000,12.0100,1.4793,46.0862,0.0000,0.0000,0.2763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-95.894,-76.615,14.132,1.852,7.495,0.015604,0.125084,0.000000,0.000000,0.007373,0.851938
214,1090.00,0.001,-7.640,5.9603,3.2562,40.1433,0.0000,0.0000,0.0000,0.0000,12.0112,1.5056,46.0647,0.0000,0.0000,0.2752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-94.767,-75.730,13.965,1.830,7.407,0.015884,0.125112,0.000000,0.000000,0.007346,0.851658
215,1090.00,0.001,-7.640,5.9603,3.2562,40.1433,0.0000,0.0000,0.0000,0.0000,12.0112,1.5056,46.0647,0.0000,0.0000,0.2752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-94.767,-75.730,13.965,1.830,7.407,0.015884,0.125112,0.000000,0.000000,0.007346,0.851658
216,1089.00,0.001,-7.654,5.8933,3.2567,40.1383,0.0000,0.0000,0.0000,0.0000,12.0125,1.5320,46.0430,0.0000,0.0000,0.2742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-93.671,-74.870,13.802,1.810,7.323,0.016164,0.125141,0.000000,0.000000,0.007319,0.851375
217,1088.00,0.001,-7.667,5.8281,3.2571,40.1332,0.0000,0.0000,0.0000,0.0000,12.0139,1.5585,46.0212,0.0000,0.0000,0.2731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-92.606,-74.034,13.644,1.789,7.240,0.016446,0.125172,0.000000,0.000000,0.007292,0.851090
218,1087.00,0.001,-7.680,5.7647,3.2576,40.1282,0.0000,0.0000,0.0000,0.0000,12.0155,1.5851,45.9991,0.0000,0.0000,0.2721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-91.570,-73.221,13.490,1.770,7.160,0.016729,0.125204,0.000000,0.000000,0.007265,0.850802
219,1086.00,0.001,-7.693,5.7030,3.2581,40.1231,0.0000,0.0000,0.0000,0.0000,12.0172,1.6118,45.9769,0.0000,0.0000,0.2711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.562,-72.430,13.341,1.750,7.081,0.017013,0.125237,0.000000,0.000000,0.007238,0.850512
220,1085.00,0.001,-7.706,5.6430,3.2586,40.1179,0.0000,0.0000,0.0000,0.0000,12.0189,1.6386,45.9545,0.0000,0.0000,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-89.580,-71.660,13.195,1.732,7.005,0.017297,0.125272,0.000000,0.000000,0.007212,0.850219
221,1084.00,0.001,-7.720,5.5846,3.2590,40.1127,0.0000,0.0000,0.0000,0.0000,12.0208,1.6654,45.9320,0.0000,0.0000,0.2690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-88.625,-70.910,13.053,1.714,6.931,0.017583,0.125308,0.000000,0.000000,0.007185,0.849924
222,1083.00,0.001,-7.733,5.5277,3.2595,40.1075,0.0000,0.0000,0.0000,0.0000,12.0228,1.6924,45.9093,0.0000,0.0000,0.2680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-87.694,-70.179,12.915,1.696,6.859,0.017870,0.125345,0.000000,0.000000,0.007159,0.849626
223,1082.00,0.001,-7.746,5.4723,3.2600,40.1023,0.0000,0.0000,0.0000,0.0000,12.0249,1.7194,45.8865,0.0000,0.0000,0.2670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-86.786,-69.467,12.780,1.679,6.789,0.018158,0.125383,0.000000,0.000000,0.007132,0.849327
224,1081.00,0.001,-7.760,5.4183,3.2605,40.0970,0.0000,0.0000,0.0000,0.0000,12.0271,1.7464,45.8635,0.0000,0.0000,0.2659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-85.902,-68.774,12.649,1.662,6.720,0.018446,0.125423,0.000000,0.000000,0.007106,0.849025
225,1080.00,0.001,-7.773,5.3656,3.2610,40.0917,0.0000,0.0000,0.0000,0.0000,12.0294,1.7736,45.8404,0.0000,0.0000,0.2649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-85.040,-68.097,12.521,1.645,6.653,0.018735,0.125463,0.000000,0.000000,0.007080,0.848722
226,1080.00,0.001,-7.773,5.3656,3.2610,40.0917,0.0000,0.0000,0.0000,0.0000,12.0294,1.7736,45.8404,0.0000,0.0000,0.2649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-85.040,-68.097,12.521,1.645,6.653,0.018735,0.125463,0.000000,0.000000,0.007080,0.848722
227,1079.00,0.001,-7.786,5.3143,3.2615,40.0863,0.0000,0.0000,0.0000,0.0000,12.0318,1.8008,45.8172,0.0000,0.0000,0.2639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-84.199,-67.437,12.396,1.629,6.588,0.019025,0.125504,0.000000,0.000000,0.007054,0.848417
228,1078.00,0.001,-7.800,5.2642,3.2620,40.0810,0.0000,0.0000,0.0000,0.0000,12.0342,1.8281,45.7939,0.0000,0.0000,0.2629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-83.378,-66.794,12.274,1.614,6.525,0.019316,0.125547,0.000000,0.000000,0.007028,0.848110
229,1077.00,0.001,-7.813,5.2153,3.2625,40.0756,0.0000,0.0000,0.0000,0.0000,12.0367,1.8554,45.7704,0.0000,0.0000,0.2619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-82.577,-66.165,12.155,1.599,6.463,0.019607,0.125590,0.000000,0.000000,0.007002,0.847801
230,1076.00,0.001,-7.827,5.1676,3.2630,40.0702,0.0000,0.0000,0.0000,0.0000,12.0393,1.8828,45.7469,0.0000,0.0000,0.2609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.795,-65.552,12.039,1.584,6.402,0.019899,0.125634,0.000000,0.000000,0.006976,0.847491
231,1075.00,0.001,-7.840,5.1211,3.2635,40.0647,0.0000,0.0000,0.0000,0.0000,12.0420,1.9102,45.7232,0.0000,0.0000,0.2599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.031,-64.953,11.926,1.569,6.343,0.020192,0.125679,0.000000,0.000000,0.006950,0.847179
232,1074.00,0.001,-7.853,5.0756,3.2640,40.0593,0.0000,0.0000,0.0000,0.0000,12.0447,1.9377,45.6995,0.0000,0.0000,0.2589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.285,-64.368,11.815,1.555,6.285,0.020485,0.125725,0.000000,0.000000,0.006924,0.846866
233,1073.00,0.001,-7.867,5.0312,3.2645,40.0538,0.0000,0.0000,0.0000,0.0000,12.0475,1.9652,45.6756,0.0000,0.0000,0.2579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.556,-63.797,11.707,1.541,6.229,0.020778,0.125771,0.000000,0.000000,0.006899,0.846552
234,1072.00,0.001,-7.880,4.9878,3.2650,40.0483,0.0000,0.0000,0.0000,0.0000,12.0504,1.9927,45.6517,0.0000,0.0000,0.2569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.843,-63.238,11.601,1.528,6.173,0.021073,0.125818,0.000000,0.000000,0.006873,0.846236
235,1071.00,0.001,-7.894,4.9453,3.2655,40.0428,0.0000,0.0000,0.0000,0.0000,12.0533,2.0203,45.6277,0.0000,0.0000,0.2559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.147,-62.692,11.497,1.514,6.119,0.021367,0.125866,0.000000,0.000000,0.006848,0.845919
236,1070.00,0.001,-7.907,4.9038,3.2660,40.0372,0.0000,0.0000,0.0000,0.0000,12.0563,2.0480,45.6036,0.0000,0.0000,0.2549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.465,-62.158,11.396,1.501,6.067,0.021663,0.125915,0.000000,0.000000,0.006822,0.845600
237,1070.00,0.001,-7.907,4.9038,3.2660,40.0372,0.0000,0.0000,0.0000,0.0000,12.0563,2.0480,45.6036,0.0000,0.0000,0.2549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.465,-62.158,11.396,1.501,6.067,0.021663,0.125915,0.000000,0.000000,0.006822,0.845600
238,1069.00,0.001,-7.921,4.8633,3.2665,40.0317,0.0000,0.0000,0.0000,0.0000,12.0593,2.0756,45.5794,0.0000,0.0000,0.2540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.798,-61.636,11.297,1.489,6.015,0.021958,0.125964,0.000000,0.000000,0.006797,0.845281
239,1068.00,0.001,-7.935,4.8236,3.2670,40.0261,0.0000,0.0000,0.0000,0.0000,12.0624,2.1033,45.5552,0.0000,0.0000,0.2530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.146,-61.125,11.200,1.476,5.965,0.022254,0.126014,0.000000,0.000000,0.006772,0.844960
240,1067.00,0.001,-7.948,4.7847,3.2675,40.0205,0.0000,0.0000,0.0000,0.0000,12.0656,2.1310,45.5309,0.0000,0.0000,0.2520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.508,-60.624,11.106,1.4
